customer_id	tot_travel_sales	tot_sales	travel_sales_percentage
3	30	30	100,000000
5	1	1	100,000000
6	16	16	100,000000
8	5	42	11,904762
9	13	13	100,000000
10	31	31	100,000000
11	7	7	100,000000
12	2	2	100,000000
14	14	14	100,000000
17	8	8	100,000000
18	5	5	100,000000
19	5	5	100,000000
20	36	36	100,000000
21	23	23	100,000000
23	9	9	100,000000
24	29	29	100,000000
25	6	6	100,000000
26	15	15	100,000000
27	3	3	100,000000
28	22	22	100,000000
30	23	23	100,000000
31	6	6	100,000000
32	9	9	100,000000
34	18	18	100,000000
36	30	30	100,000000
38	15	15	100,000000
39	54	54	100,000000
40	7	7	100,000000
41	19	19	100,000000
42	3	33	9,090909
43	24	24	100,000000
44	37	37	100,000000
45	31	31	100,000000
47	4	4	100,000000
48	0	52	,000000
49	17	17	100,000000
50	16	16	100,000000
52	31	31	100,000000
53	2	2	100,000000
55	29	29	100,000000
56	5	5	100,000000
57	3	29	10,344828
59	35	35	100,000000
60	18	18	100,000000
62	8	8	100,000000
64	21	21	100,000000
66	6	6	100,000000
67	3	3	100,000000
70	8	8	100,000000
71	29	29	100,000000
74	23	23	100,000000
75	17	17	100,000000
76	89	89	100,000000
77	28	28	100,000000
79	0	39	,000000
80	22	22	100,000000
81	21	21	100,000000
83	11	11	100,000000
84	12	12	100,000000
87	23	23	100,000000
88	20	20	100,000000
89	15	15	100,000000
90	4	4	100,000000
91	21	21	100,000000
93	41	41	100,000000
96	20	20	100,000000
97	19	19	100,000000
98	8	8	100,000000
99	102	102	100,000000
101	18	18	100,000000
102	12	12	100,000000
104	0	91	,000000
105	17	17	100,000000
106	16	16	100,000000
108	1	1	100,000000
109	8	8	100,000000
110	13	13	100,000000
111	8	8	100,000000
112	18	18	100,000000
113	3	3	100,000000
114	8	8	100,000000
115	41	41	100,000000
116	13	13	100,000000
117	39	39	100,000000
118	0	42	,000000
119	14	14	100,000000
120	15	15	100,000000
121	18	18	100,000000
124	5	5	100,000000
125	17	17	100,000000
126	10	10	100,000000
127	10	10	100,000000
128	0	29	,000000
130	6	6	100,000000
131	15	15	100,000000
133	14	14	100,000000
135	87	87	100,000000
136	27	27	100,000000
137	24	24	100,000000
139	14	14	100,000000
140	26	26	100,000000
141	28	28	100,000000
142	12	12	100,000000
143	18	18	100,000000
144	25	25	100,000000
146	0	2	,000000
147	4	4	100,000000
148	30	30	100,000000
149	17	17	100,000000
150	0	8	,000000
151	11	11	100,000000
152	31	31	100,000000
154	47	47	100,000000
155	16	16	100,000000
156	6	6	100,000000
157	19	19	100,000000
158	0	89	,000000
159	31	31	100,000000
160	29	29	100,000000
161	25	25	100,000000
162	26	26	100,000000
163	9	18	50,000000
164	10	10	100,000000
165	22	22	100,000000
167	8	8	100,000000
168	0	3	,000000
169	63	63	100,000000
170	6	15	40,000000
171	13	13	100,000000
172	6	6	100,000000
175	5	5	100,000000
176	8	8	100,000000
177	53	53	100,000000
178	44	44	100,000000
179	18	18	100,000000
180	0	12	,000000
181	0	76	,000000
182	27	27	100,000000
184	1	1	100,000000
185	7	7	100,000000
186	13	13	100,000000
187	53	53	100,000000
188	45	45	100,000000
189	7	7	100,000000
190	73	73	100,000000
191	31	31	100,000000
192	0	110	,000000
193	14	14	100,000000
194	13	22	59,090909
195	9	9	100,000000
196	4	4	100,000000
197	24	24	100,000000
198	17	17	100,000000
200	0	7	,000000
201	64	64	100,000000
204	14	14	100,000000
206	10	10	100,000000
207	7	7	100,000000
208	59	59	100,000000
209	1	1	100,000000
210	16	16	100,000000
211	60	60	100,000000
213	15	15	100,000000
214	11	11	100,000000
215	9	9	100,000000
216	57	57	100,000000
217	75	75	100,000000
218	13	13	100,000000
219	16	16	100,000000
220	2	2	100,000000
221	38	38	100,000000
222	36	36	100,000000
224	37	37	100,000000
225	7	7	100,000000
226	37	37	100,000000
227	8	8	100,000000
228	15	15	100,000000
229	16	16	100,000000
230	0	24	,000000
232	9	9	100,000000
233	2	2	100,000000
234	10	10	100,000000
235	22	22	100,000000
236	8	8	100,000000
237	11	11	100,000000
238	20	20	100,000000
240	41	41	100,000000
241	4	40	10,000000
242	38	56	67,857143
243	31	31	100,000000
244	0	26	,000000
245	0	4	,000000
246	21	21	100,000000
248	34	34	100,000000
249	2	2	100,000000
250	25	25	100,000000
251	8	8	100,000000
252	18	18	100,000000
254	3	3	100,000000
255	23	23	100,000000
256	8	8	100,000000
257	6	6	100,000000
258	8	8	100,000000
259	4	4	100,000000
260	61	61	100,000000
261	20	20	100,000000
262	10	10	100,000000
263	0	5	,000000
264	3	3	100,000000
265	54	54	100,000000
266	4	4	100,000000
267	9	9	100,000000
268	28	28	100,000000
269	2	2	100,000000
270	0	6	,000000
271	7	7	100,000000
272	0	207	,000000
273	24	24	100,000000
274	38	38	100,000000
275	18	18	100,000000
276	6	6	100,000000
277	0	9	,000000
278	10	10	100,000000
280	65	65	100,000000
281	19	19	100,000000
282	7	7	100,000000
283	4	4	100,000000
285	25	25	100,000000
286	0	85	,000000
287	17	17	100,000000
288	19	19	100,000000
289	5	13	38,461538
290	14	14	100,000000
291	9	9	100,000000
293	0	47	,000000
294	20	20	100,000000
295	3	3	100,000000
296	35	35	100,000000
297	20	20	100,000000
298	0	107	,000000
299	12	12	100,000000
300	27	27	100,000000
301	21	21	100,000000
302	14	14	100,000000
303	4	4	100,000000
304	33	33	100,000000
305	18	18	100,000000
306	21	21	100,000000
307	10	10	100,000000
308	4	4	100,000000
309	3	3	100,000000
310	13	44	29,545455
311	25	25	100,000000
312	13	13	100,000000
314	25	25	100,000000
315	0	35	,000000
317	20	20	100,000000
318	5	5	100,000000
319	23	23	100,000000
320	24	25	96,000000
321	0	71	,000000
322	0	148	,000000
323	17	17	100,000000
325	14	14	100,000000
326	10	10	100,000000
328	34	34	100,000000
329	25	25	100,000000
330	16	16	100,000000
331	3	3	100,000000
333	7	7	100,000000
335	0	69	,000000
336	45	45	100,000000
337	40	40	100,000000
338	0	12	,000000
339	7	7	100,000000
340	0	50	,000000
341	100	100	100,000000
342	8	8	100,000000
344	61	61	100,000000
345	13	13	100,000000
346	0	62	,000000
347	0	2	,000000
348	7	7	100,000000
349	0	23	,000000
350	29	29	100,000000
352	49	49	100,000000
353	10	10	100,000000
354	0	44	,000000
355	0	68	,000000
357	8	8	100,000000
360	23	23	100,000000
361	23	23	100,000000
362	5	5	100,000000
363	18	18	100,000000
364	42	42	100,000000
365	9	9	100,000000
366	4	4	100,000000
368	7	7	100,000000
369	29	29	100,000000
370	14	14	100,000000
372	0	13	,000000
373	36	36	100,000000
374	7	7	100,000000
375	5	5	100,000000
376	42	42	100,000000
377	17	26	65,384615
378	0	208	,000000
380	3	3	100,000000
381	35	35	100,000000
382	16	16	100,000000
383	3	3	100,000000
384	5	5	100,000000
385	4	4	100,000000
386	4	4	100,000000
387	0	19	,000000
388	3	3	100,000000
389	30	30	100,000000
390	8	8	100,000000
391	31	31	100,000000
392	0	62	,000000
394	8	8	100,000000
395	0	14	,000000
396	8	8	100,000000
397	0	29	,000000
398	81	81	100,000000
399	24	24	100,000000
400	0	100	,000000
401	0	17	,000000
402	0	13	,000000
404	14	14	100,000000
405	41	41	100,000000
406	20	20	100,000000
407	11	11	100,000000
408	15	15	100,000000
409	29	29	100,000000
410	3	3	100,000000
411	10	10	100,000000
413	2	2	100,000000
414	0	14	,000000
415	11	11	100,000000
416	8	8	100,000000
417	20	20	100,000000
419	1	1	100,000000
420	0	32	,000000
422	27	27	100,000000
423	23	23	100,000000
424	32	32	100,000000
426	17	17	100,000000
429	5	5	100,000000
430	0	190	,000000
432	23	23	100,000000
433	6	6	100,000000
435	55	55	100,000000
436	25	25	100,000000
437	9	9	100,000000
438	25	25	100,000000
439	0	40	,000000
440	19	19	100,000000
441	0	27	,000000
442	10	10	100,000000
443	0	20	,000000
444	0	1	,000000
445	5	5	100,000000
446	54	54	100,000000
447	19	19	100,000000
448	75	75	100,000000
449	34	38	89,473684
450	25	29	86,206897
451	9	9	100,000000
453	17	17	100,000000
454	0	89	,000000
455	7	7	100,000000
456	23	23	100,000000
457	14	14	100,000000
458	3	3	100,000000
461	41	41	100,000000
462	46	46	100,000000
463	0	61	,000000
464	0	16	,000000
465	68	68	100,000000
466	13	13	100,000000
467	86	86	100,000000
468	0	16	,000000
469	4	4	100,000000
470	6	6	100,000000
471	16	16	100,000000
472	0	86	,000000
473	10	10	100,000000
474	36	36	100,000000
475	13	13	100,000000
476	8	8	100,000000
477	40	40	100,000000
478	33	33	100,000000
479	13	13	100,000000
480	12	12	100,000000
481	44	44	100,000000
482	8	8	100,000000
484	80	80	100,000000
485	22	22	100,000000
486	0	153	,000000
487	28	40	70,000000
488	5	5	100,000000
489	0	24	,000000
490	37	37	100,000000
491	0	43	,000000
492	8	8	100,000000
493	16	16	100,000000
494	25	25	100,000000
495	9	9	100,000000
496	17	17	100,000000
497	0	57	,000000
498	0	121	,000000
499	23	23	100,000000
500	9	9	100,000000
501	10	10	100,000000
502	29	29	100,000000
504	52	52	100,000000
505	23	23	100,000000
506	23	23	100,000000
507	5	5	100,000000
508	6	6	100,000000
509	9	9	100,000000
510	0	71	,000000
511	0	146	,000000
512	8	8	100,000000
514	5	5	100,000000
516	0	4	,000000
517	13	13	100,000000
518	28	28	100,000000
519	0	10	,000000
520	7	7	100,000000
521	21	21	100,000000
522	12	12	100,000000
523	7	7	100,000000
524	25	25	100,000000
526	14	14	100,000000
527	27	27	100,000000
529	25	25	100,000000
530	17	17	100,000000
531	27	27	100,000000
532	42	42	100,000000
533	25	25	100,000000
534	0	54	,000000
536	6	6	100,000000
537	18	18	100,000000
538	29	29	100,000000
539	12	12	100,000000
540	41	41	100,000000
541	15	15	100,000000
542	19	19	100,000000
543	66	66	100,000000
544	16	16	100,000000
545	0	60	,000000
546	10	10	100,000000
547	17	17	100,000000
548	11	11	100,000000
551	21	21	100,000000
552	27	27	100,000000
553	17	17	100,000000
554	0	49	,000000
557	12	12	100,000000
558	0	17	,000000
559	8	8	100,000000
560	10	10	100,000000
563	16	16	100,000000
564	0	137	,000000
565	18	18	100,000000
566	0	29	,000000
567	15	15	100,000000
568	11	33	33,333333
569	0	50	,000000
570	21	21	100,000000
571	0	55	,000000
572	0	21	,000000
573	31	31	100,000000
574	6	6	100,000000
575	13	13	100,000000
576	24	24	100,000000
577	6	6	100,000000
578	0	19	,000000
581	16	16	100,000000
582	5	5	100,000000
584	3	3	100,000000
585	3	3	100,000000
587	87	87	100,000000
588	0	63	,000000
590	0	8	,000000
591	22	22	100,000000
592	2	2	100,000000
593	19	19	100,000000
594	0	16	,000000
595	15	15	100,000000
596	3	3	100,000000
597	0	157	,000000
598	17	17	100,000000
599	24	24	100,000000
600	4	4	100,000000
601	13	17	76,470588
602	50	50	100,000000
603	11	11	100,000000
604	19	19	100,000000
605	6	6	100,000000
606	11	11	100,000000
610	6	6	100,000000
611	11	11	100,000000
612	0	27	,000000
614	0	60	,000000
615	21	21	100,000000
616	7	7	100,000000
617	69	69	100,000000
618	8	8	100,000000
619	90	90	100,000000
620	20	20	100,000000
621	27	27	100,000000
622	32	32	100,000000
623	7	7	100,000000
624	0	26	,000000
625	95	95	100,000000
626	0	6	,000000
627	7	7	100,000000
629	19	19	100,000000
630	15	15	100,000000
631	10	10	100,000000
632	0	23	,000000
633	8	8	100,000000
634	0	27	,000000
635	8	8	100,000000
636	84	84	100,000000
638	42	42	100,000000
639	19	19	100,000000
641	9	9	100,000000
642	16	16	100,000000
644	65	65	100,000000
645	0	50	,000000
646	10	10	100,000000
647	0	117	,000000
649	0	50	,000000
650	34	34	100,000000
651	14	14	100,000000
652	20	20	100,000000
653	9	9	100,000000
654	10	10	100,000000
655	7	7	100,000000
657	20	20	100,000000
658	49	49	100,000000
660	0	11	,000000
661	19	19	100,000000
662	29	29	100,000000
663	0	144	,000000
664	56	56	100,000000
665	14	14	100,000000
666	26	26	100,000000
669	23	23	100,000000
670	0	101	,000000
671	0	13	,000000
672	7	7	100,000000
673	25	25	100,000000
676	25	25	100,000000
677	0	6	,000000
679	19	19	100,000000
680	100	100	100,000000
681	2	2	100,000000
682	15	15	100,000000
683	57	57	100,000000
685	13	13	100,000000
686	10	10	100,000000
688	9	9	100,000000
689	18	18	100,000000
690	22	22	100,000000
692	10	10	100,000000
693	6	6	100,000000
694	0	32	,000000
697	0	41	,000000
698	11	11	100,000000
699	4	4	100,000000
700	19	19	100,000000
702	11	11	100,000000
704	0	43	,000000
705	28	28	100,000000
706	7	7	100,000000
707	1	1	100,000000
709	38	38	100,000000
710	12	12	100,000000
711	0	65	,000000
712	12	12	100,000000
713	1	1	100,000000
714	0	12	,000000
717	24	24	100,000000
718	14	14	100,000000
719	25	25	100,000000
720	14	14	100,000000
721	20	20	100,000000
722	11	11	100,000000
723	29	29	100,000000
724	8	8	100,000000
726	21	21	100,000000
727	16	16	100,000000
728	0	115	,000000
729	13	13	100,000000
730	29	29	100,000000
731	9	9	100,000000
732	46	46	100,000000
733	18	18	100,000000
734	25	25	100,000000
736	5	5	100,000000
738	1	1	100,000000
739	0	90	,000000
740	16	16	100,000000
741	35	35	100,000000
742	33	33	100,000000
745	13	13	100,000000
746	13	13	100,000000
747	0	23	,000000
748	7	7	100,000000
749	32	32	100,000000
750	72	72	100,000000
751	23	23	100,000000
752	0	73	,000000
753	0	83	,000000
754	0	109	,000000
755	16	16	100,000000
756	4	4	100,000000
757	32	32	100,000000
758	0	21	,000000
759	44	44	100,000000
760	135	135	100,000000
762	6	6	100,000000
763	2	12	16,666667
764	12	12	100,000000
766	22	22	100,000000
767	0	100	,000000
768	21	21	100,000000
769	0	185	,000000
770	57	57	100,000000
771	41	41	100,000000
774	41	41	100,000000
776	14	14	100,000000
778	18	18	100,000000
779	29	29	100,000000
780	0	67	,000000
781	24	24	100,000000
782	55	55	100,000000
783	36	36	100,000000
784	5	5	100,000000
785	17	17	100,000000
786	0	14	,000000
787	0	10	,000000
788	28	28	100,000000
789	0	189	,000000
790	49	49	100,000000
791	19	19	100,000000
792	23	23	100,000000
794	0	10	,000000
795	5	5	100,000000
796	14	14	100,000000
797	10	10	100,000000
799	7	41	17,073171
800	0	3	,000000
801	20	20	100,000000
803	28	28	100,000000
804	6	6	100,000000
805	11	11	100,000000
806	77	77	100,000000
808	35	35	100,000000
809	8	8	100,000000
810	21	21	100,000000
811	7	7	100,000000
813	29	29	100,000000
814	50	50	100,000000
815	0	59	,000000
816	14	14	100,000000
817	0	73	,000000
818	13	13	100,000000
819	76	76	100,000000
820	13	13	100,000000
821	24	24	100,000000
822	23	23	100,000000
823	34	34	100,000000
824	0	15	,000000
825	8	8	100,000000
826	0	36	,000000
827	23	23	100,000000
828	6	6	100,000000
829	3	3	100,000000
830	33	33	100,000000
831	38	38	100,000000
832	6	6	100,000000
834	21	21	100,000000
835	0	4	,000000
837	0	24	,000000
838	0	96	,000000
839	11	11	100,000000
840	17	17	100,000000
841	5	5	100,000000
842	9	9	100,000000
843	0	32	,000000
845	14	14	100,000000
846	18	18	100,000000
847	23	23	100,000000
848	8	8	100,000000
849	28	28	100,000000
850	0	218	,000000
852	25	25	100,000000
854	10	10	100,000000
855	5	5	100,000000
856	22	22	100,000000
857	10	10	100,000000
858	25	25	100,000000
861	6	6	100,000000
862	3	3	100,000000
863	0	79	,000000
864	15	15	100,000000
865	33	33	100,000000
866	38	38	100,000000
867	21	21	100,000000
868	38	38	100,000000
869	0	6	,000000
870	26	26	100,000000
872	0	19	,000000
873	32	32	100,000000
874	18	18	100,000000
875	7	38	18,421053
876	28	28	100,000000
878	127	127	100,000000
879	22	22	100,000000
880	46	46	100,000000
881	17	17	100,000000
882	33	33	100,000000
883	8	8	100,000000
885	16	16	100,000000
886	28	28	100,000000
887	12	12	100,000000
888	10	10	100,000000
890	5	5	100,000000
891	30	30	100,000000
892	29	29	100,000000
893	58	58	100,000000
895	23	23	100,000000
896	0	125	,000000
897	14	14	100,000000
898	28	28	100,000000
899	6	6	100,000000
900	21	21	100,000000
901	54	54	100,000000
903	17	17	100,000000
904	14	14	100,000000
905	0	80	,000000
906	0	24	,000000
907	34	34	100,000000
908	24	24	100,000000
909	17	17	100,000000
910	19	19	100,000000
911	56	56	100,000000
913	13	13	100,000000
915	18	18	100,000000
916	32	32	100,000000
917	0	14	,000000
918	5	5	100,000000
919	69	69	100,000000
921	0	86	,000000
922	13	13	100,000000
923	28	28	100,000000
924	110	110	100,000000
925	8	8	100,000000
926	4	4	100,000000
927	37	37	100,000000
928	11	11	100,000000
929	0	2	,000000
930	46	46	100,000000
932	3	3	100,000000
933	15	15	100,000000
934	25	25	100,000000
936	0	10	,000000
937	22	22	100,000000
938	4	4	100,000000
939	18	18	100,000000
940	19	19	100,000000
941	40	40	100,000000
943	42	42	100,000000
944	0	38	,000000
947	15	15	100,000000
948	9	9	100,000000
949	17	17	100,000000
950	97	97	100,000000
951	7	7	100,000000
952	5	5	100,000000
953	20	20	100,000000
954	0	12	,000000
955	47	47	100,000000
956	5	5	100,000000
957	14	14	100,000000
958	22	22	100,000000
959	5	24	20,833333
961	8	8	100,000000
962	12	12	100,000000
963	0	2	,000000
964	22	22	100,000000
965	0	84	,000000
967	20	20	100,000000
968	12	12	100,000000
969	0	15	,000000
970	8	8	100,000000
971	12	12	100,000000
972	21	21	100,000000
973	12	12	100,000000
974	2	2	100,000000
975	35	35	100,000000
976	0	182	,000000
978	31	43	72,093023
979	0	11	,000000
980	17	17	100,000000
981	16	16	100,000000
983	39	39	100,000000
985	26	26	100,000000
986	0	11	,000000
987	7	7	100,000000
988	35	35	100,000000
989	10	10	100,000000
991	6	6	100,000000
992	22	28	78,571429
993	68	68	100,000000
994	52	52	100,000000
995	31	31	100,000000
996	8	8	100,000000
997	208	208	100,000000
998	1	1	100,000000
999	17	17	100,000000
1001	1	1	100,000000
1002	69	69	100,000000
1003	0	76	,000000
1004	87	87	100,000000
1005	0	111	,000000
1006	5	5	100,000000
1007	0	30	,000000
1009	3	3	100,000000
1010	10	10	100,000000
1011	0	1	,000000
1013	0	90	,000000
1014	35	35	100,000000
1015	21	21	100,000000
1017	19	38	50,000000
1020	18	18	100,000000
1021	11	11	100,000000
1022	30	30	100,000000
1023	19	19	100,000000
1024	0	44	,000000
1025	44	44	100,000000
1026	47	47	100,000000
1027	2	2	100,000000
1028	13	13	100,000000
1031	8	8	100,000000
1032	48	48	100,000000
1033	16	16	100,000000
1034	23	23	100,000000
1035	42	42	100,000000
1036	75	75	100,000000
1037	24	24	100,000000
1038	0	116	,000000
1039	7	7	100,000000
1041	31	31	100,000000
1042	35	35	100,000000
1043	27	27	100,000000
1044	14	14	100,000000
1045	5	5	100,000000
1048	26	26	100,000000
1049	51	51	100,000000
1050	0	150	,000000
1051	14	14	100,000000
1052	31	31	100,000000
1053	74	74	100,000000
1055	6	6	100,000000
1056	0	89	,000000
1057	11	11	100,000000
1058	38	38	100,000000
1059	59	59	100,000000
1061	6	6	100,000000
1062	0	57	,000000
1063	4	4	100,000000
1064	35	35	100,000000
1065	4	4	100,000000
1066	7	7	100,000000
1067	12	12	100,000000
1068	7	7	100,000000
1069	3	9	33,333333
1070	137	137	100,000000
1071	67	67	100,000000
1072	14	14	100,000000
1073	0	18	,000000
1074	0	37	,000000
1075	17	17	100,000000
1076	16	16	100,000000
1079	36	36	100,000000
1080	20	20	100,000000
1081	7	7	100,000000
1082	13	13	100,000000
1083	23	23	100,000000
1084	42	42	100,000000
1085	33	33	100,000000
1086	0	26	,000000
1087	0	2	,000000
1088	7	7	100,000000
1089	39	39	100,000000
1090	28	28	100,000000
1091	23	23	100,000000
1092	4	4	100,000000
1093	45	45	100,000000
1094	16	16	100,000000
1095	13	13	100,000000
1096	8	8	100,000000
1097	0	67	,000000
1098	9	9	100,000000
1099	12	12	100,000000
1101	8	8	100,000000
1102	19	19	100,000000
1103	13	13	100,000000
1104	8	8	100,000000
1105	3	3	100,000000
1106	6	6	100,000000
1107	0	53	,000000
1109	24	24	100,000000
1110	17	17	100,000000
1111	4	4	100,000000
1112	22	22	100,000000
1113	10	10	100,000000
1114	14	14	100,000000
1115	0	24	,000000
1116	20	20	100,000000
1117	32	32	100,000000
1119	0	139	,000000
1121	14	14	100,000000
1122	11	11	100,000000
1123	0	10	,000000
1124	158	158	100,000000
1125	0	88	,000000
1127	14	14	100,000000
1128	8	8	100,000000
1129	11	11	100,000000
1130	22	22	100,000000
1131	22	22	100,000000
1132	22	22	100,000000
1133	36	36	100,000000
1134	24	24	100,000000
1135	50	50	100,000000
1136	28	28	100,000000
1137	33	33	100,000000
1138	20	20	100,000000
1140	0	18	,000000
1141	39	39	100,000000
1142	58	58	100,000000
1143	22	22	100,000000
1144	44	44	100,000000
1145	94	94	100,000000
1146	21	21	100,000000
1147	65	65	100,000000
1148	1	1	100,000000
1149	16	16	100,000000
1150	22	22	100,000000
1151	19	19	100,000000
1152	27	35	77,142857
1153	36	36	100,000000
1154	38	38	100,000000
1155	7	7	100,000000
1156	15	15	100,000000
1157	19	19	100,000000
1159	47	47	100,000000
1160	8	8	100,000000
1161	0	18	,000000
1162	22	22	100,000000
1163	0	49	,000000
1164	0	4	,000000
1166	28	28	100,000000
1167	22	22	100,000000
1168	109	109	100,000000
1169	33	40	82,500000
1170	12	12	100,000000
1171	12	24	50,000000
1172	23	23	100,000000
1173	0	38	,000000
1174	0	34	,000000
1175	25	25	100,000000
1176	21	21	100,000000
1177	36	36	100,000000
1178	28	28	100,000000
1179	2	2	100,000000
1180	12	12	100,000000
1181	0	8	,000000
1183	0	125	,000000
1184	5	5	100,000000
1185	0	88	,000000
1186	15	15	100,000000
1187	50	50	100,000000
1188	0	6	,000000
1189	7	7	100,000000
1190	12	12	100,000000
1191	11	11	100,000000
1192	75	75	100,000000
1193	61	61	100,000000
1194	3	3	100,000000
1195	39	39	100,000000
1196	43	43	100,000000
1197	0	100	,000000
1198	7	7	100,000000
1199	0	2	,000000
1201	4	4	100,000000
1202	40	40	100,000000
1203	24	24	100,000000
1204	7	7	100,000000
1205	19	19	100,000000
1206	4	4	100,000000
1207	7	7	100,000000
1208	15	15	100,000000
1209	21	21	100,000000
1210	11	11	100,000000
1212	0	17	,000000
1213	14	14	100,000000
1214	57	57	100,000000
1215	17	17	100,000000
1216	0	73	,000000
1217	43	43	100,000000
1218	12	12	100,000000
1219	49	49	100,000000
1221	14	14	100,000000
1222	0	173	,000000
1224	9	9	100,000000
1225	3	3	100,000000
1227	29	29	100,000000
1228	9	9	100,000000
1229	0	11	,000000
1230	6	6	100,000000
1231	8	8	100,000000
1232	48	48	100,000000
1233	4	4	100,000000
1234	23	23	100,000000
1235	47	47	100,000000
1236	32	39	82,051282
1237	15	15	100,000000
1238	10	10	100,000000
1240	18	18	100,000000
1241	17	17	100,000000
1242	4	4	100,000000
1243	27	27	100,000000
1244	17	17	100,000000
1245	83	83	100,000000
1246	0	11	,000000
1247	13	13	100,000000
1248	6	6	100,000000
1249	33	33	100,000000
1250	29	29	100,000000
1251	14	14	100,000000
1252	13	13	100,000000
1253	82	82	100,000000
1254	8	8	100,000000
1255	15	15	100,000000
1256	31	31	100,000000
1258	0	10	,000000
1259	0	236	,000000
1260	0	45	,000000
1261	22	22	100,000000
1262	19	19	100,000000
1263	20	20	100,000000
1264	18	18	100,000000
1265	0	106	,000000
1266	0	53	,000000
1267	0	39	,000000
1268	26	26	100,000000
1270	12	12	100,000000
1271	57	57	100,000000
1273	15	15	100,000000
1274	16	16	100,000000
1275	0	10	,000000
1276	12	12	100,000000
1277	0	76	,000000
1279	7	7	100,000000
1280	19	19	100,000000
1281	0	140	,000000
1282	0	129	,000000
1283	6	6	100,000000
1284	0	160	,000000
1285	10	10	100,000000
1286	30	30	100,000000
1287	14	14	100,000000
1289	0	86	,000000
1290	5	5	100,000000
1291	12	12	100,000000
1292	6	6	100,000000
1293	10	10	100,000000
1294	1	1	100,000000
1295	0	86	,000000
1296	3	3	100,000000
1297	0	251	,000000
1298	61	61	100,000000
1299	6	6	100,000000
1300	4	4	100,000000
1301	7	7	100,000000
1302	13	13	100,000000
1303	10	10	100,000000
1304	0	42	,000000
1305	0	18	,000000
1306	18	18	100,000000
1307	3	3	100,000000
1309	41	41	100,000000
1310	0	195	,000000
1311	27	27	100,000000
1312	0	63	,000000
1313	16	16	100,000000
1315	0	1	,000000
1316	8	8	100,000000
1317	10	10	100,000000
1319	36	36	100,000000
1320	5	5	100,000000
1321	0	15	,000000
1322	31	31	100,000000
1323	0	11	,000000
1325	0	106	,000000
1326	12	12	100,000000
1327	12	12	100,000000
1328	96	96	100,000000
1329	20	20	100,000000
1330	61	61	100,000000
1331	27	27	100,000000
1332	0	33	,000000
1333	12	12	100,000000
1334	0	66	,000000
1336	8	8	100,000000
1337	54	54	100,000000
1338	12	12	100,000000
1339	74	74	100,000000
1340	13	13	100,000000
1341	132	132	100,000000
1343	0	56	,000000
1344	18	18	100,000000
1345	0	48	,000000
1346	17	17	100,000000
1347	37	37	100,000000
1348	0	18	,000000
1349	13	13	100,000000
1350	22	22	100,000000
1351	9	9	100,000000
1352	0	93	,000000
1353	21	25	84,000000
1355	14	14	100,000000
1356	2	2	100,000000
1357	15	15	100,000000
1358	20	20	100,000000
1359	1	1	100,000000
1360	51	51	100,000000
1361	14	14	100,000000
1362	14	14	100,000000
1366	70	70	100,000000
1367	32	32	100,000000
1368	28	28	100,000000
1370	26	26	100,000000
1371	0	61	,000000
1373	17	17	100,000000
1374	18	18	100,000000
1375	40	40	100,000000
1376	30	32	93,750000
1377	0	108	,000000
1378	37	37	100,000000
1379	36	36	100,000000
1380	6	6	100,000000
1381	10	10	100,000000
1382	4	4	100,000000
1384	12	12	100,000000
1385	28	28	100,000000
1386	24	24	100,000000
1387	43	43	100,000000
1388	89	89	100,000000
1389	41	41	100,000000
1390	0	93	,000000
1391	9	9	100,000000
1392	18	18	100,000000
1393	73	73	100,000000
1394	45	45	100,000000
1395	16	16	100,000000
1396	43	43	100,000000
1397	0	15	,000000
1399	23	23	100,000000
1400	13	13	100,000000
1401	12	12	100,000000
1402	0	101	,000000
1403	6	6	100,000000
1404	8	8	100,000000
1405	2	2	100,000000
1406	46	46	100,000000
1407	29	29	100,000000
1408	29	29	100,000000
1409	17	17	100,000000
1410	22	22	100,000000
1411	4	4	100,000000
1412	27	27	100,000000
1413	0	4	,000000
1414	18	18	100,000000
1415	0	199	,000000
1416	13	13	100,000000
1417	4	4	100,000000
1418	14	14	100,000000
1419	0	127	,000000
1420	0	52	,000000
1421	9	9	100,000000
1422	13	13	100,000000
1423	57	57	100,000000
1424	66	66	100,000000
1425	0	138	,000000
1426	0	17	,000000
1427	13	13	100,000000
1428	27	27	100,000000
1429	61	61	100,000000
1430	109	109	100,000000
1431	22	22	100,000000
1432	40	40	100,000000
1433	11	11	100,000000
1434	18	18	100,000000
1435	7	7	100,000000
1436	11	11	100,000000
1437	19	19	100,000000
1438	0	29	,000000
1439	10	16	62,500000
1440	15	15	100,000000
1442	0	70	,000000
1443	16	16	100,000000
1444	0	199	,000000
1445	37	37	100,000000
1446	26	26	100,000000
1447	48	48	100,000000
1448	5	38	13,157895
1449	0	50	,000000
1450	14	14	100,000000
1451	0	96	,000000
1452	7	7	100,000000
1455	19	19	100,000000
1456	14	14	100,000000
1457	8	8	100,000000
1458	3	3	100,000000
1459	1	1	100,000000
1460	28	28	100,000000
1461	6	6	100,000000
1462	2	2	100,000000
1466	35	35	100,000000
1467	3	3	100,000000
1468	0	59	,000000
1469	19	19	100,000000
1470	52	52	100,000000
1471	18	18	100,000000
1473	18	18	100,000000
1474	0	15	,000000
1475	0	19	,000000
1476	0	7	,000000
1477	8	8	100,000000
1478	7	7	100,000000
1479	14	14	100,000000
